Kanji,Hiragana,English
浅ましい,あさましい,"wretched, miserable, shameful, mean, despicable, abject"
夜更け,よふけ,late at night
分配,ぶんぱい,"division, sharing"
百科辞典,ひゃっかじてん,encyclopedia
,データ,data
丈夫,じょうふ,"1. hero, gentleman, warrior, manly person, 2. good health, robustness, strong, solid, durable"
,セクション,section
土台,どだい,"foundation, base, basis"
何て,なんて,"how...!, what...!"
成年,せいねん,"majority, adult age"
明々後日,しあさって,two days after tomorrow
十字路,じゅうじろ,crossroads
樹木,じゅもく,"trees and shrubs, arbour"
決まり悪い,きまりわるい,"feeling awkward, being ashamed"
強行,きょうこう,"forcing, enforcement"
定食,ていしょく,"set meal, special (of the day)"
同士,どうし,"fellow, companion, comrade"
軽減,けいげん,abatement
料,りょう,"material, charge, rate, fee"
著,ちゃく,"counter for suits of clothing, arriving at .."
開発,かいはつ,"development, exploitation"
杖,つえ,cane
善良,ぜんりょう,"goodness, excellence, virtue"
動揺,どうよう,"disturbance, unrest, shaking, trembling, pitching, rolling, oscillation, agitation, excitement, commotion"
雑木,ざつぼく,"various kinds of small trees, assorted trees"
特権,とっけん,"privilege, special right"
下取り,したどり,"trade in, part exchange"
名産,めいさん,noted product
尚更,なおさら,"all the more, still less"
肉親,にくしん,"blood relationship, blood relative"
刊行,かんこう,"publication, issue"
依存,いそん,"dependence, dependent, reliance"
引き下げる,ひきさげる,"to pull down, to lower, to reduce, to withdraw"
命中,めいちゅう,a hit
伴う,ともなう,"to accompany, to bring with, to be accompanied by, to be involved in"
福祉,ふくし,"welfare, well-being"
,コントラスト,contrast
室,しつ,room
,いざ,"now, come (now), well, crucial moment"
,マーク,mark
殿様,とのさま,feudal lord
梢,こずえ,treetop
避難,ひなん,"taking refuge, finding shelter"
信任,しんにん,"trust, confidence, credence"
兎に角,とにかく,"anyhow, at any rate, anyway, somehow or other, generally speaking, in any case"
救済,きゅうさい,"relief, aid, rescue, salvation, help"
於,お,"at, in, on"
没収,ぼっしゅう,forfeited
,ひょっと,"possibly, accidentally"
接続詞,せつぞくし,conjunction
下痢,げり,diarrhoea
詰らない,つまらない,"insignificant, boring, trifling"
褒美,ほうび,"reward, prize"
貧弱,ひんじゃく,"poor, meagre, insubstantial"
角,かく,"1. angle, 2. bishop (shogi)"
寄こす,よこす,"to send, to forward"
慕う,したう,"to yearn for, to miss, to adore, to love dearly"
口述,こうじゅつ,verbal statement
実業家,じつぎょうか,"industrialist, businessman"
専ら,もっぱら,"wholly, solely, entirely"
施行,しぎょう,"1. execution, enforcing, carrying out"
内閣,ないかく,"cabinet, (government) ministry"
始発,しはつ,first train
墓地,はかち,"cemetery, graveyard"
介護,かいご,nursing
蓄積,ちくせき,"accumulation, accumulate, store"
口頭,こうとう,oral
正当,せいとう,"just, justifiable, right, due, proper, equitable, reasonable, legitimate, lawful"
何卒,どうぞ,"please, kindly, by all means"
潤う,うるおう,"to be moist, to be damp, to get wet, to profit by, to be watered, to receive benefits, to favor, to charm, t"
像,ぞう,"statue, image, figure, picture, portrait"
,インターチェンジ,interchange
捕虜,ほりょ,prisoner (of war)
警部,けいぶ,police inspector
磁気,じき,magnetism
用法,ようほう,"directions, rules of use"
黄金,おうごん,gold
真ん中,まんなか,"middle, centre, mid-way"
,ジーパン,"jeans (lit: jeans pants), dungarees"
一向,ひたすら,earnestly
突如,とつじょ,"suddenly, all of a sudden"
引き上げる,ひきあげる,"to withdraw, to leave, to pull out, to retire"
費,ひ,"cost, expense"
気立て,きだて,"disposition, nature"
辿る,たどる,"to follow (road), to pursue (course), to follow up"
何処か,どこか,"somewhere, anywhere, in some respects"
俄か,にわか,"sudden, abrupt, unexpected, improvised, offhand"
未だ,いまだ,"as yet, hitherto, not yet (neg)"
異性,いせい,the opposite sex
一目,いちもく,"a glance, a look, a glimpse"
傲る,おごる,to be proud
込める,こめる,"to include, to put into"
案の定,あんのじょう,"sure enough, as usual"
協定,きょうてい,"arrangement, pact, agreement"
申出,もうしで,"proposal, request, claim, report, notice"
野党,やとう,opposition party
水洗,すいせん,flushing
仮令,たとえ,"example, even if, if, though, although"
段々,だんだん,"gradually, by degrees"
休める,やすめる,"to rest, to suspend, to give relief"
実情,じつじょう,"real condition, actual circumstances, actual state of affairs"
聖書,せいしょ,"Bible, scriptures"
,ぐらい,approximately
傍ら,かたわら,"beside(s), while, nearby"
剥ぐ,はぐ,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of"
音,ね,"sound, note"
後退,こうたい,"retreat, backspace (BS)"
間もなく,まもなく,"soon, before long, in a short time"
,ミセス,Mrs.
大幅,おおはば,"full width, large scale, drastic"
差額,さがく,"balance, difference, margin"
費やす,ついやす,"to spend, to devote, to waste"
規格,きかく,"standard, norm"
洒落,しゃらく,"frank, open-hearted"
死,し,"death, decease"
仕上がり,しあがり,"finish, end, completion"
左様なら,さようなら,good-bye
吃逆,しゃっくり,"hiccough, hiccup"
源,みなもと,"source, origin"
動員,どういん,mobilization
滑らか,なめらか,"smoothness, glassiness"
危機,きき,crisis
眼球,がんきゅう,eyeball
本音,ほんね,"real intention, motive"
情熱,じょうねつ,"passion, enthusiasm, zeal"
購買,こうばい,"purchase, buy"
火燵,こたつ,"table with heater, (orig) charcoal brazier in a floor well"
文化財,ぶんかざい,"cultural assets, cultural property"
唸る,うなる,"to groan, to moan, to roar, to howl, to growl, to hum, to buzz, to sough"
便宜,べんぎ,"convenience, accommodation, advantage, expedience"
保育,ほいく,"nursing, nurturing, rearing, lactation, suckling"
取り組む,とりくむ,"to tackle, to wrestle with, to engage in a bout, to come to grips with"
布巾,ふきん,"tea-towel, dish cloth"
乱す,みだす,"to throw out of order, to disarrange, to disturb"
付け加える,つけくわえる,to add one thing to another
血管,けっかん,blood vessel
仕立てる,したてる,"to tailor, to make, to prepare, to train, to send (a messenger)"
遣り通す,やりとおす,"to carry through, to achieve, to complete"
,あら,"oh, ah, saw-edged perch (Niphon spinosus)"
転じる,てんじる,"to turn, to shift, to alter, to distract"
割り込む,わりこむ,"to cut in, to thrust oneself into, to wedge oneself in, to muscle in on, to interrupt, to disturb"
蕾,つぼみ,"bud, flower bud"
従事,じゅうじ,"engaging, pursuing, following"
確信,かくしん,"conviction, confidence"
目眩,めまい,"dizziness, giddiness"
,アマチュア,amateur
漏る,もる,"to leak, to run out"
育成,いくせい,"rearing, training, nurture, cultivation, promotion"
焦げ茶,こげちゃ,black tea
園,その,"garden, park, plantation"
愛想,あいそ,"civility, courtesy, compliments, sociability, graces"
天井,てんじょう,"ceiling, ceiling price"
安静,あんせい,rest
介入,かいにゅう,intervention
包む,くるむ,"to be engulfed in, to be enveloped by, to wrap up, to tuck in, to pack, to do up, to cover with, to dress i"
指摘,してき,"pointing out, identification"
間々,まま,"occasionally, frequently"
日夜,にちや,"day and night, always"
後悔,こうかい,"regret, repentance"
業,ごう,"Buddhist karma, actions committed in a former life"
静止,せいし,"stillness, repose, standing still"
受け止める,うけとめる,"to catch, to stop the blow, to react to, to take"
縮まる,ちぢまる,"to be shortened, to be contracted, to shrink"
革新,かくしん,"reform, innovation"
背後,はいご,"back, rear"
物体,ぶったい,"body, object"
余興,よきょう,"side show, entertainment"
釣り,つり,"fishing, angling"
天才,てんさい,"genius, prodigy, natural gift"
操る,あやつる,"to manipulate, to operate, to pull strings"
否,いいえ,"no, nay, yes, well"
応急,おうきゅう,emergency
挑戦,ちょうせん,"challenge, defiance"
審査,しんさ,"judging, inspection, examination, investigation"
審議,しんぎ,deliberation
進呈,しんてい,presentation
,おっかない,"frightening, huge"
偏,へん,"side, left radical of a character, inclining, inclining toward, biased"
盛り上がる,もりあがる,"to rouse, to swell, to rise"
昼飯,ちゅうはん,"lunch, midday meal"
行員,こういん,bank clerk
打開,だかい,break in the deadlock
気品,きひん,aroma
お祖母さん,おばあさん,"grandmother, female senior-citizen"
静的,せいてき,static
報酬,ほうしゅう,"remuneration, recompense, reward, toll"
帰京,ききょう,returning to Tokyo
加味,かみ,"seasoning, flavoring"
直感,ちょっかん,intuition
館,たち,"1. mansion, small castle"
満場,まんじょう,"unanimous, whole audience"
合議,ごうぎ,"consultation, conference"
生死,せいし,life and death
,タイトル,title
優先,ゆうせん,"preference, priority"
目付き,めつき,"look, expression of the eyes, eyes"
,しょっちゅう,"always, constantly"
数詞,すうし,numeral
好況,こうきょう,"prosperous conditions, healthy economy"
無言,むごん,silence
無茶,むちゃ,"absurd, unreasonable, excessive, rash, absurdity, nonsense"
嘆く,なげく,"to sigh, to lament, to grieve"
採決,さいけつ,"vote, roll call"
惨め,みじめ,miserable
,ジャンル,genre
枚,まい,counter for flat objects (e.g. sheets of paper)
仮,か,"tentative, provisional"
鉄棒,かなぼう,"iron rod, crowbar, horizontal bar (gymnastics)"
自ずから,おのずから,"naturally, as a matter of course"
為来り,しきたり,customs
即座に,そくざに,"immediately, right away"
討議,とうぎ,"debate, discussion"
お洒落,おしゃれ,"smartly dressed, someone smartly dressed, fashion-conscious"
,びっしょり,"wet through, drenched"
停滞,ていたい,"stagnation, tie-up, congestion, retention, accumulation, falling into arrears"
浜,はま,"beach, seashore"
御手洗い,おてあらい,"toilet, restroom, lavatory, bathroom (US)"
未練,みれん,"lingering affection, attachment, regret(s), reluctance"
独占,どくせん,monopoly
色々,いろいろ,various
馴れ馴れしい,なれなれしい,over-familiar
違える,ちがえる,to change
体験,たいけん,personal experience
天,あまつ,"heavenly, imperial"
一様,いちよう,"uniformity, evenness, similarity, equality, impartiality"
取り巻く,とりまく,"to surround, to circle, to enclose"
参照,さんしょう,"reference, consultation, consultation"
貧乏,びんぼう,"poverty, destitute, poor"
象,しょう,phenomenon
仕える,つかえる,"to serve, to work for"
,ビールス,virus
申し分,もうしぶん,"objection, shortcomings"
食い違う,くいちがう,"to cross each other, to run counter to, to differ, to clash, to go awry"
万能,ばんのう,"all-purpose, almighty, omnipotent"
放出,ほうしゅつ,"release, emit"
許容,きょよう,"permission, pardon"
零す,こぼす,to spill
判,ばん,size (of paper or books)
,もろに,"completely, all the way"
悪日,あくび,unlucky day
登録,とうろく,"registration, register, entry, record"
帳,とばり,curtain
丈,たけ,"height, stature, length, measure, all (one has)"
面する,めんする,"to face on, to look out on to"
,パンク,"1. (abbr) puncture, bursting, 2. punk"
座談会,ざだんかい,"symposium, round-table discussion"
移行,いこう,switching over to
望ましい,のぞましい,"desirable, hoped for"
分裂,ぶんれつ,"split, division, break up"
,ほっと,feel relieved
議事堂,ぎじどう,Diet building
逃走,とうそう,"flight, desertion, escape"
看護,かんご,"nursing, (army) nurse"
字,あざ,section of village
伜,せがれ,"son, my son"
慣用,かんよう,"common, customary"
真珠,しんじゅ,pearl
見通し,みとおし,"perspective, unobstructed view, outlook, forecast, prospect, insight"
個,か,article counter
元素,げんそ,chemical element
疎か,おろそか,"neglect, negligence, carelessness"
改修,かいしゅう,"repair, improvement"
,セレモニー,ceremony
国有,こくゆう,national ownership
雄,おす,male (animal)
粘り,ねばり,"stickyness, viscosity"
其れ程,それほど,"to that degree, extent"
微か,かすか,"faint, dim, weak, indistinct, hazy, poor, wretched"
囀る,さえずる,"to sing, to chirp, to twitter"
堪える,こたえる,"to bear, to stand, to endure, to put up with, to support, to withstand, to resist, to brave, to be fit for, t"
照り返す,てりかえす,"to reflect, to throw back light"
一人でに,ひとりでに,"by itself, automatically, naturally"
海運,かいうん,"maritime, marine transportation"
執着,しゅうじゃく,"attachment, adhesion, tenacity"
申告,しんこく,"report, statement, filing a return, notification"
やっ付ける,やっつける,to beat
内乱,ないらん,"civil war, insurrection, rebellion, domestic conflict"
円滑,えんかつ,"harmony, smoothness"
私用,しよう,"personal use, private business"
手引き,てびき,"guidance, guide, introduction"
畏まりました,かしこまりました,certainly!
,きちっと,"exactly, perfectly"
一定,いちじょう,"fixed, settled, definite, uniform, regularized, defined, standardized, certain, prescribed"
人格,じんかく,"personality, character, individuality"
放り込む,ほうりこむ,to throw into
百科事典,ひゃっかじてん,encyclopedia
妥結,だけつ,agreement
巧み,たくみ,"skill, cleverness"
使用人,しようにん,"employee, servant"
形勢,けいせい,"condition, situation, prospects"
手元,てもと,"on hand, at hand, at home"
崩壊,ほうかい,"collapse, decay (physics), crumbling, breaking down, caving in"
お菜,おかず,"side dish, accompaniment for rice dishes"
,アクセル,accelerator
手分け,てわけ,division of labour
無邪気,むじゃき,"innocence, simple-mindedness"
故,こ,the late (deceased)
日頃,ひごろ,"normally, habitually"
単,ひとえ,"one layer, single"
原っぱ,はらっぱ,"open field, empty lot, plain"
幹部,かんぶ,"management, (executive) staff, leaders"
脅迫,きょうはく,"threat, menace, coercion, terrorism"
反射,はんしゃ,"reflection, reverberation"
遊牧,ゆうぼく,nomadism
お蔭,おかげ,"(your) backing, assistance"
止まる,とどまる,to be limited to
獣,けだもの,"beast, brute"
磁器,じき,"porcelain, china"
放射,ほうしゃ,"radiation, emission"
絶版,ぜっぱん,out of print
納入,のうにゅう,"payment, supply"
大柄,おおがら,"large build, large pattern"
略語,りゃくご,"abbreviation, acronym"
壷,つぼ,"tsubo jar, pot, vase"
破損,はそん,damage
調印,ちょういん,"signature, sign, sealing"
情緒,じょうしょ,"emotion, feeling"
従って,したがって,"therefore, consequently, in accordance with"
前提,ぜんてい,"preamble, premise, reason, prerequisite"
閉鎖,へいさ,"closing, closure, shutdown, lockout, unsociable"
情け,なさけ,"sympathy, compassion"
慌ただしい,あわただしい,"busy, hurried, confused, flurried"
絨毯,じゅうたん,carpet
花壇,かだん,flower bed
一日,いちじつ,"1. one day, 2. first of month"
隠居,いんきょ,"retirement, retired person"
保守,ほしゅ,"conservative, maintaining"
参議院,さんぎいん,House of Councillors
悩ます,なやます,"to afflict, to torment, to harass, to molest"
開催,かいさい,"holding a meeting, open an exhibition"
,エンジニア,engineer
ローマ字,ローマじ,"romanization, Roman letters"
,トラブル,trouble (sometimes used as a verb)
躊躇う,ためらう,to hesitate
再発,さいはつ,"return, relapse, reoccurrence"
熱意,ねつい,"zeal, enthusiasm"
夜行,やぎょう,"walking around at night, night train, night travel"
対比,たいひ,"contrast, comparison"
汚れ,けがれ,"uncleanness, impurity, disgrace"
,タワー,tower
期末,きまつ,end of term
和文,わぶん,"Japanese text, sentence in Japanese"
部門,ぶもん,"class, group, category, department, field, branch"
美術,びじゅつ,"art, fine arts"
,ストレス,stress
焚火,たきび,(open) fire
背く,そむく,"to run counter to, to go against, to disobey, to infringe"
据え付ける,すえつける,"to install, to equip, to mount"
腕前,うでまえ,"ability, skill, facility"
,ブーツ,boots
全快,ぜんかい,complete recovery of health
方策,ほうさく,"plan, policy"
一寸,ちょっと,"(ateji) (adv int) (uk) just a minute, a short time, a while, just a little, somewhat, easily, readily, rath"
骨,こつ,"knack, skill"
染まる,そまる,to dye
,タレント,"talent, star, personality"
二人,ににん,"two persons, two people, pair, couple"
蓋,がい,"cover, lid, cap"
出来物,できもの,"able man, tumour, growth, boil, ulcer, abcess, rash, pimple"
山脈,さんみゃく,mountain range
,サイズ,size
果たして,はたして,"as was expected, really"
老ける,ふける,to age
その上,そのうえ,"in addition, furthermore"
意地,いじ,"disposition, spirit, willpower, obstinacy, backbone, appetite"
学芸,がくげい,"arts and sciences, liberal arts"
嗜好,しこう,"taste, liking, preference"
杯,さかずき,wine cups
,ファン,"fan, fun"
膨れる,ふくれる,"to get cross, to get sulky, to swell (out), to expand, to be inflated, to distend, to bulge"
再会,さいかい,"another meeting, meeting again, reunion"
手順,てじゅん,"process, procedure, protocol"
信者,しんじゃ,"believer, adherent, devotee, Christian"
几帳面,きちょうめん,"methodical, punctual, steady"
事によると,ことによると,depending on the circumstances
,タイヤ,"tire, tyre"
蓮,はす,lotus
転落,てんらく,"fall, degradation, slump"
,しぶとい,"tenacious, stubborn"
状,じょう,shape
軍艦,ぐんかん,"warship, battleship"
厭やらしい,いやらしい,"detestable, disagreeable"
,デザイン,design
割り当て,わりあて,"allotment, assignment, allocation, quota, rationing"
主体,しゅたい,"subject, main constituent"
病む,やむ,"to fall ill, to be ill"
祈り,いのり,"prayer, supplication"
中断,ちゅうだん,"interruption, suspension, break"
恋する,こいする,"to fall in love with, to love"
擽ぐったい,くすぐったい,ticklish
漢語,かんご,"Chinese word, Sino-Japanese word"
嘗て,かつて,"once, ever"
現地,げんち,"actual place, local"
,インフレ,inflation
組み合わせる,くみあわせる,"to join together, to combine, to join up"
下心,したごころ,"secret intention, motive"
驚き,おどろき,"surprise, astonishment, wonder"
脚本,きゃくほん,scenario
年長,ねんちょう,seniority
劇団,げきだん,"troupe, theatrical company"
,グラフ,graph
傾,けい,"lean, incline"
威力,いりょく,"power, might, authority, influence"
伝言,つてごと,"verbal message, rumor, word"
廃れる,すたれる,"to go out of use, to become obsolete, to die out, to go out of fashion"
上演,じょうえん,performance (e.g. music)
日々,ひび,"every day, daily, day after day"
一見,いちげん,"unfamiliar, never before met"
棄権,きけん,"abstain from voting, renunciation of a right"
中枢,ちゅうすう,"centre, pivot, mainstay, nucleus, backbone, central figure, pillar, key man"
傑,けつ,excellence
圏,けん,"sphere, circle, range"
少女,おとめ,"daughter, young lady, virgin, maiden, little girl"
暴動,ぼうどう,"insurrection, rebellion, revolt, riot, uprising"
,ダース,dozen
係り,かかり,"official, duty, person in charge"
凝る,こごる,"to congeal, to freeze"
反発,はんぱつ,"repelling, rebound, recover, oppose"
,カーペット,carpet
溜まり,たまり,"collected things, gathering place, arrears"
拗れる,こじれる,"to get complicated, to grow worse"
戯曲,ぎきょく,"play, drama"
何となく,なんとなく,"somehow or other, for some reason or another"
類,たぐい,a kind
尊い,たっとい,"precious, valuable, priceless, noble, exalted, sacred"
気触れる,かぶれる,"to react to, to be influenced by, to go overboard for"
見っともない,みっともない,"shameful, indecent"
教え,おしえ,"teachings, precept, lesson, doctrine"
後回し,あとまわし,"putting off, postponing"
見すぼらしい,みすぼらしい,"shabby, seedy"
副,とりわけ,"especially, above all"
扶養,ふよう,"support, maintenance"
回路,かいろ,circuit (electric)
孤独,こどく,"isolation, loneliness, solitude"
相場,そうば,"market price, speculation, estimation"
擦る,かする,"to touch lightly, to take a percentage (from)"
七日,なぬか,"seven days, the seventh day (of the month)"
全滅,ぜんめつ,annihilation
財,ざい,"fortune, riches"
世,よ,"world, society, age, generation"
公,おおやけ,"official, public, formal, open, governmental"
顔付き,かおつき,"(outward) looks, features, face, countenance, expression"
繊維,せんい,"fibre, fiber, textile"
美,び,beauty
依って,よって,"therefore, consequently, accordingly, because of"
細工,さいく,"work, craftsmanship, tactics, trick"
財政,ざいせい,"economy, financial affairs"
保温,ほおん,"retaining warmth, keeping heat in, heat insulation"
偖,さて,"well, now, then"
保養,ほよう,"health preservation, recuperation, recreation"
捕鯨,ほげい,"whaling, whale fishing"
扉,とびら,"door, opening"
下火,したび,"burning low, waning, declining"
交渉,こうしょう,"negotiations, discussions, connection"
恰度,ちょうど,"just, right, exactly"
下品,かひん,inferior article
悪者,わるもの,"bad fellow, rascal, ruffian, scoundrel"
,ぶかぶか,"too big, baggy"
有りのまま,ありのまま,"the truth, fact, as it is, frankly"
耳鼻科,じびか,otolaryngology
久しい,ひさしい,"long, long-continued, old (story)"
沼,ぬま,"swamp, bog, pond, lake"
階層,かいそう,"class, level, stratum, hierarchy"
金槌,かなづち,"1. (iron) hammer, 2. punishment"
補充,ほじゅう,"supplementation, supplement, replenishment, replenishing"
治療,ちりょう,medical treatment
存続,そんぞく,"duration, continuance"
可笑しい,おかしい,"strange, funny, amusing, ridiculous"
抽選,ちゅうせん,"lottery, raffle, drawing (of lots)"
,しくじる,"to fail, to fall through, to blunder"
論議,ろんぎ,discussion
出直し,でなおし,"adjustment, touch up"
お休み,おやすみ,"holiday, absence, rest, Good night"
水気,すいき,"1. moisture, dampness, vapor, 2. dropsy, edema"
進路,しんろ,"course, route"
時差,じさ,time difference
黴菌,ばいきん,"bacteria, germ(s)"
並み,なみ,"average, medium, common, ordinary"
視察,しさつ,"inspection, observation"
利子,りし,interest (bank)
下番,かばん,going off duty
貨幣,かへい,"money, currency, coinage"
城下,じょうか,land near the castle
心掛ける,こころがける,"to bear in mind, to aim to do"
投資,とうし,investment
興業,こうぎょう,industrial enterprise
丸める,まるめる,"to make round, to round off, to roll up, to curl up, to seduce, to cajole, to explain away"
,ジャンパー,"jacket, jumper"
お目出度う,おめでとう,"(ateji) (int) (uk) Congratulations!, an auspicious occasion!"
反撃,はんげき,"counterattack, counteroffensive, counterblow"
強まる,つよまる,"to get strong, to gain strength"
引き分け,ひきわけ,"a draw (in competition), tie game"
外観,がいかん,"appearance, exterior, facade"
地方,じかた,"area, locality, district, region, the coast"
伊井,いい,"that one, Italy"
頑丈,がんじょう,"solid, firm, stout, burly, strong, sturdy"
始め,はじめ,"beginning, start, origin"
基金,ききん,"fund, foundation"
前置き,まえおき,"preface, introduction"
清々しい,すがすがしい,"fresh, refreshing"
矢,や,arrow
体,てい,"appearance, air, condition, state, form"
溢れる,あふれる,"to flood, to overflow, to brim over"
提示,ていじ,"presentation, exhibit, suggest, citation"
誘惑,ゆうわく,"temptation, allurement, lure"
優美,ゆうび,"grace, refinement, elegance"
来場,らいじょう,attendance
騙す,だます,"to trick, to cheat, to deceive"
易い,やすい,easy
恥じらう,はじらう,"to feel shy, to be bashful, to blush"
花粉,かふん,pollen
末,うら,"top end, tip"
勝る,まさる,"to excel, to surpass, to outrival"
滅茶苦茶,めちゃくちゃ,"absurd, unreasonable, excessive, messed up, spoiled, wreaked"
階級,かいきゅう,"class, rank, grade"
簡易,かんい,"simplicity, easiness, quasi-"
緩やか,ゆるやか,lenient
結晶,けっしょう,"crystal, crystallization"
返済,へんさい,repayment
意図,いと,"intention, aim, design"
及び,および,"and, as well as"
不意,ふい,"sudden, abrupt, unexpected, unforeseen"
,ニュアンス,nuance
一変,いっぺん,"complete change, about-face"
売り出し,うりだし,(bargain) sale
民宿,みんしゅく,private home providing lodging for travelers
度忘れ,どわすれ,"lapse of memory, forget for a moment"
返還,へんかん,"return, restoration"
短大,たんだい,junior college
振り,ふり,"pretence, show, appearance"
行,ぎょう,"line, row, verse"
秘書,ひしょ,(private) secretary
態々,わざわざ,"expressly, specially, doing something especially rather than incidentally"
匹敵,ひってき,"comparing with, match, rival, equal"
父母,ちちはは,"father and mother, parents"
対談,たいだん,"talk, dialogue, conversation"
然も,さも,"with gusto, with satisfaction"
発掘,はっくつ,"excavation, exhumation"
霞む,かすむ,"to grow hazy, to be misty"
丸っきり,まるっきり,"completely, perfectly, just as if"
唱える,となえる,"to recite, to chant, to call upon"
仕掛ける,しかける,"to commence, to lay (mines), to set (traps), to wage (war), to challenge"
彼の,あの,that over there
暗殺,あんさつ,assassination
出動,しゅつどう,"sailing, marching, going out"
健全,けんぜん,"health, soundness, wholesome"
,フロント,front
審判,しんばん,"refereeing, trial, judgement, umpire, referee"
打ち切る,うちきる,"to stop, to abort, to discontinue, to close"
度々,たびたび,"often, repeatedly, frequently"
助け,たすけ,assistance
哉,や,question mark
手錠,てじょう,"handcuffs, manacles"
詰る,なじる,"to rebuke, to scold, to tell off"
交易,こうえき,"trade, commerce"
御覧なさい,ごらんなさい,"(please) look, (please) try to do"
左程,さほど,"(not) very, (not) much"
担架,たんか,"stretcher, litter"
擦れる,すれる,"to rub, to chafe, to wear, to become sophisticated"
同感,どうかん,"agreement, same opinion, same feeling, sympathy, concurrence"
屋敷,やしき,mansion
共稼ぎ,ともかせぎ,"working together, (husband and wife) earning a living together"
歩む,あゆむ,"to walk, to go on foot"
引きずる,ひきずる,"to seduce, to drag along, to pull, to prolong, to support"
欠く,かく,"to lack, to break, to crack, to chip"
第一,だいいち,"first, foremost, # 1"
抗争,こうそう,"dispute, resistance"
月賦,げっぷ,monthly installment
お手上げ,おてあげ,"all over, given in, given up hope, bring to knees"
所が,ところが,"however, while, even if"
利根,りこん,intelligence
提携,ていけい,"cooperation, tie-up, joint business, link-up"
侍,さむらい,"Samurai, warrior"
跡継ぎ,あとつぎ,"heir, successor"
英字,えいじ,English letter (character)
,ストロボ,"stroboscope (lit: strobo), strobe lamp, stroboscopic lamp"
空腹,くうふく,hunger
沿う,そう,"to run along, to follow"
手軽,てがる,"easy, simple, informal, offhand, cheap"
並びに,ならびに,and
生真面目,きまじめ,"too serious, person who is too serious, honesty, sincerity"
議決,ぎけつ,"resolution, decision, vote"
締め切り,しめきり,"closing, cut-off, end, deadline, Closed, No Entrance"
対応,たいおう,"interaction, correspondence, coping with, dealing with"
遠方,えんぽう,"long way, distant place"
疲労,ひろう,"fatigue, weariness"
妨害,ぼうがい,"disturbance, obstruction, hindrance, jamming, interference"
小児科,しょうにか,pediatrics
茶の湯,ちゃのゆ,tea ceremony
見積り,みつもり,"estimation, quotation"
,こだわる,"to fuss over, to be particular about, to be concerned about"
含嗽,うがい,"gargle, rinse mouth"
準ずる,じゅんずる,"to apply correspondingly, to correspond to, to be proportionate to, to conform to"
拘束,こうそく,"restriction, restraint"
丈,だけ,"only, just, as"
清算,せいさん,"liquidation, settlement"
年頃,としごろ,"age, marriageable age, age of puberty, adolescence, for some years"
軽率,けいそつ,"rash, thoughtless, careless, hasty"
土木,どぼく,public works
荒っぽい,あらっぽい,"rough, rude"
首飾り,くびかざり,necklace
下がる,さがる,"to hang down, to abate, to retire, to fall, to step back"
装飾,そうしょく,ornament
心中,しんじゅう,"double suicide, lovers suicide"
原形,げんけい,"original form, base form"
配偶者,はいぐうしゃ,"spouse, wife, husband"
素材,そざい,"raw materials, subject matter"
,だぶだぶ,"loose, baggy"
継ぎ目,つぎめ,"a joint, joining point"
剥がす,はがす,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, t"
第,だい,ordinal
領土,りょうど,"dominion, territory, possession"
種,しゅ,"kind, variety, species"
研ぐ,とぐ,"to sharpen, to grind, to scour, to hone, to polish, to wash (rice)"
産後,さんご,"postpartum, after childbirth"
偏る,かたよる,"to be one-sided, to incline, to be partial, to be prejudiced, to lean, to be biased"
誤る,あやまる,to make a mistake
黄色,おうしょく,yellow
旧事,くじ,"past events, bygones"
急かす,せかす,"to hurry, to urge on"
選考,せんこう,"selection, screening"
否決,ひけつ,"rejection, negation, voting down"
白状,はくじょう,confession
,ベース,"base, bass"
,ずらっと,"in a line, in a row"
精巧,せいこう,"elaborate, delicate, exquisite"
原書,げんしょ,original document
園,えん,garden (esp. man-made)
乗り込む,のりこむ,"to board, to embark on, to get into (a car), to ship (passengers), to man (a ship), to help (someone) int"
,スペース,space
目方,めかた,weight
盛る,さかる,"to prosper, to flourish, to copulate (animals)"
確保,かくほ,"guarantee, ensure, maintain, insure, secure"
馴らす,ならす,"to domesticate, to tame"
製,せい,"-made, make"
,おおい,hey!
故人,こじん,"the deceased, old friend"
嫉妬,しっと,jealousy
決行,けっこう,"doing (with resolve), carrying out (i.e. a plan)"
恵む,めぐむ,"to bless, to show mercy to"
逆立ち,さかだち,"handstand, headstand"
濫用,らんよう,"abuse, misuse, misappropriation, using to excess"
星座,せいざ,constellation
,ブーム,boom
眉,まゆ,eyebrow
定年,ていねん,retirement age
跨ぐ,またぐ,to straddle
侵す,おかす,"to invade, to raid, to trespass, to violate, to intrude on"
片付け,かたづけ,"tidying up, finishing"
昇進,しょうしん,promotion
落ち着き,おちつき,"calm, composure"
傷,しょう,"wound, injury, hurt, cut, gash, bruise, scratch, scar, weak point"
樹立,じゅりつ,"establish, create"
団結,だんけつ,"unity, union, combination"
,ドライブイン,drive in
矢鱈に,やたらに,"randomly, recklessly, blindly"
若し,もし,"if, in case, supposing"
何方,どなた,who?
,ぺこぺこ,"fawn, be very hungry"
灰皿,はいさら,ashtray
伝達,でんたつ,"transmission (e.g. news), communication, delivery"
自惚れ,うぬぼれ,"pretension, conceit, hubris"
